"Date","Open","Close","High","Low","Number of shares traded","Volume ","Nombre de contrats","Capitalization","Adjusted price"
"16/02/2023","69.11","72.00","72.00","69.11","211.00","14936.78","14","3621206016.00","72.00"
"15/02/2023","68.70","71.00","71.00","68.70","920.00","65099.00","14","3570911488.00","71.00"
"14/02/2023","70.00","69.00","70.50","69.00","318.00","22014.50","11","3470322432.00","69.00"
"13/02/2023","70.00","70.00","70.00","70.00","3.00","210.00","1","3520616960.00","70.00"
"10/02/2023","68.85","70.00","70.00","68.00","11835.00","827805.21","32","3520616960.00","70.00"
"09/02/2023","68.78","68.78","68.80","68.78","210.00","14445.80","6","3459257635.84","68.78"
"08/02/2023","68.98","67.10","68.98","67.10","257.00","17341.85","8","3374762828.80","67.10"
"07/02/2023","0.00","66.60","0.00","0.00","0.00","0.00","","3349615564.80","66.60"
"06/02/2023","66.60","66.60","66.70","66.60","49.00","3265.40","5","3349615564.80","66.60"
"03/02/2023","69.00","66.55","69.00","66.55","2009.00","133720.92","8","3347100838.40","66.55"
"02/02/2023","67.99","66.20","69.38","66.20","12685.00","854830.43","36","3329497753.60","66.20"
"01/02/2023","67.90","68.00","68.00","67.90","3500.00","237900.00","2","3420027904.00","68.00"
"31/01/2023","67.50","68.00","68.00","66.15","1077.00","73156.73","5","3420027904.00","68.00"
"30/01/2023","67.90","66.00","67.90","66.00","37.00","2461.00","3","3319438848.00","66.00"
"27/01/2023","65.30","65.62","65.62","65.30","3010.00","197513.00","5","3300326927.36","65.62"
"26/01/2023","66.00","66.50","66.98","66.00","5466.00","362226.60","18","3344586112.00","66.50"
"25/01/2023","0.00","66.98","0.00","0.00","0.00","0.00","","3368727485.44","66.98"
"24/01/2023","66.98","66.98","66.98","66.98","15.00","1004.70","3","3368727485.44","66.98"
"23/01/2023","65.51","65.65","66.00","65.51","23829.00","1564028.19","7","3301835763.20","65.65"
"20/01/2023","67.00","66.00","67.00","66.00","2771.00","183550.60","12","3319438848.00","66.00"
"19/01/2023","67.50","67.00","67.99","67.00","2437.00","163343.20","13","3369733376.00","67.00"
"18/01/2023","67.50","67.50","67.50","67.50","240.00","16200.00","7","3394880640.00","67.50"
"17/01/2023","67.50","67.50","67.50","67.50","54.00","3645.00","2","3394880640.00","67.50"
"16/01/2023","67.98","67.50","67.98","67.50","43.00","2910.78","6","3394880640.00","67.50"
"13/01/2023","65.25","65.00","68.00","65.00","4075.00","264941.25","20","3269144320.00","65.00"
"12/01/2023","65.83","66.00","66.00","65.00","109.00","7159.14","12","3319438848.00","66.00"
"10/01/2023","63.00","65.00","65.83","63.00","387.00","24918.32","11","3269144320.00","65.00"
"09/01/2023","63.00","65.94","65.94","63.00","132.00","8686.44","6","3316421176.32","65.94"
"06/01/2023","66.97","63.00","66.97","63.00","2645.00","166748.46","24","3168555264.00","63.00"
"05/01/2023","67.45","66.80","67.50","64.10","9735.00","637319.90","50","3359674470.40","66.80"
"04/01/2023","67.90","66.10","69.90","66.00","1560.00","104128.50","26","3324468300.80","66.10"
"03/01/2023","67.00","67.00","67.95","65.01","3301.00","217828.27","37","3369733376.00","67.00"
"02/01/2023","68.89","66.01","68.89","66.01","11325.00","752799.15","51","3319941793.28","66.01"
"30/12/2022","72.00","65.00","72.00","65.00","60230.00","3916282.32","118","3269144320.00","65.00"
"29/12/2022","73.49","68.50","73.50","68.50","1776.00","121854.91","38","3445175168.00","68.50"
"28/12/2022","71.30","70.00","73.43","70.00","9021.00","632424.33","54","3520616960.00","70.00"
"27/12/2022","72.00","72.00","72.00","72.00","200.00","14400.00","1","3621206016.00","72.00"
"26/12/2022","74.39","71.50","74.39","71.50","1797.00","128675.84","29","3596058752.00","71.50"
"23/12/2022","74.00","71.50","74.00","71.50","9650.00","693572.07","39","3596058752.00","71.50"
"22/12/2022","73.72","72.02","74.00","72.02","9632.00","705209.55","36","3622211906.56","72.02"
"21/12/2022","76.20","73.72","76.20","73.72","551.00","40743.72","4","3707712604.16","73.72"
"20/12/2022","74.00","74.00","76.69","74.00","142337.00","10532982.90","9","3721795072.00","74.00"
"19/12/2022","74.55","74.60","74.60","74.55","24.00","1789.35","5","3751971788.80","74.60"
"16/12/2022","77.88","73.05","77.88","73.05","4005.00","292589.40","14","3674015270.40","73.05"
"15/12/2022","73.98","74.50","77.97","73.98","2701.00","201433.26","21","3746942336.00","74.50"
"14/12/2022","72.10","73.96","73.96","72.10","92.00","6745.19","6","3719783290.88","73.96"
"13/12/2022","72.20","73.49","73.49","72.10","847.00","61196.56","11","3696144862.72","73.49"
"12/12/2022","73.95","72.10","73.96","72.10","202.00","14759.94","10","3626235468.80","72.10"
"09/12/2022","71.50","72.00","72.00","71.50","29.00","2083.50","2","3621206016.00","72.00"
"08/12/2022","74.00","71.20","74.33","71.20","5081.00","363115.22","32","3580970393.60","71.20"
"07/12/2022","74.49","71.20","74.49","71.20","3015.00","214717.35","10","3580970393.60","71.20"
"06/12/2022","74.70","71.10","74.70","71.10","183.00","13327.92","11","3575940940.80","71.10"
"05/12/2022","73.50","72.00","73.50","72.00","34.00","2496.00","8","3621206016.00","72.00"
"02/12/2022","73.49","70.60","73.49","70.60","3001.00","211873.49","12","3550793676.80","70.60"
"01/12/2022","71.00","73.45","73.45","70.51","9.00","647.33","4","3694133081.60","73.45"
"30/11/2022","73.25","70.30","73.50","70.30","1021.00","71842.25","11","3535705318.40","70.30"
"29/11/2022","71.00","73.25","73.25","70.30","1119.00","78925.70","10","3684074176.00","73.25"
"28/11/2022","73.00","73.00","73.00","73.00","1.00","73.00","1","3671500544.00","73.00"
"25/11/2022","71.30","71.00","73.50","71.00","5618.00","399028.50","9","3570911488.00","71.00"
"24/11/2022","71.80","71.20","73.50","71.20","2092.00","149055.60","16","3580970393.60","71.20"
"23/11/2022","71.80","72.00","72.00","71.80","123.00","8831.60","5","3621206016.00","72.00"
"22/11/2022","71.20","70.40","71.20","70.36","46.00","3262.96","5","3540734771.20","70.40"
"21/11/2022","73.44","71.00","73.50","71.00","2099.00","149236.48","20","3570911488.00","71.00"
"17/11/2022","70.21","71.50","71.50","70.21","16617.00","1180482.68","10","3596058752.00","71.50"
"16/11/2022","70.10","70.10","70.10","70.10","2000.00","140200.00","11","3525646412.80","70.10"
"15/11/2022","73.20","73.20","73.20","73.20","56.00","4099.20","7","3681559449.60","73.20"
"14/11/2022","70.11","70.10","70.30","70.10","103.00","7228.33","4","3525646412.80","70.10"
"11/11/2022","73.19","72.08","73.19","69.99","25604.00","1792103.08","19","3625229578.24","72.08"
"10/11/2022","73.95","70.00","73.95","69.99","77190.00","5405575.09","55","3520616960.00","70.00"
"09/11/2022","70.55","72.99","72.99","70.55","440.00","31046.88","5","3670997598.72","72.99"
"08/11/2022","73.97","73.96","73.97","73.96","14.00","1035.56","4","3719783290.88","73.96"
"07/11/2022","73.98","73.97","73.99","73.96","19.00","1405.59","6","3720286236.16","73.97"
"04/11/2022","72.00","71.00","72.00","71.00","2001.00","142072.00","3","3570911488.00","71.00"
"03/11/2022","74.00","70.02","74.00","70.02","524.00","36786.00","22","3521622850.56","70.02"
"02/11/2022","73.98","73.99","74.00","73.01","138.00","10206.63","7","3721292126.72","73.99"
"01/11/2022","73.98","73.99","73.99","73.98","31.00","2293.63","4","3721292126.72","73.99"
"31/10/2022","70.55","73.98","73.98","70.50","105.00","7422.40","3","3720789181.44","73.98"
"28/10/2022","74.27","70.00","78.55","70.00","2162.00","152046.25","31","3520616960.00","70.00"
"27/10/2022","78.88","74.27","78.88","74.27","1271.00","94932.77","16","3735374594.56","74.27"
"26/10/2022","77.50","79.00","79.00","77.50","11.00","854.00","3","3973267712.00","79.00"
"25/10/2022","74.00","75.00","75.00","72.00","252.00","18169.00","7","3772089600.00","75.00"
"24/10/2022","74.00","74.00","74.00","74.00","30.00","2220.00","2","3721795072.00","74.00"
"21/10/2022","74.00","70.02","74.00","70.02","3030.00","212280.00","12","3521622850.56","70.02"
"20/10/2022","74.10","73.00","74.10","73.00","781.00","57222.50","28","3671500544.00","73.00"
"19/10/2022","74.10","74.00","74.10","74.00","320.00","23685.00","4","3721795072.00","74.00"
"18/10/2022","75.00","74.10","75.00","74.00","780.00","57884.01","20","3726824524.80","74.10"
"17/10/2022","76.00","75.00","76.00","75.00","133.00","10093.00","7","3772089600.00","75.00"
"14/10/2022","76.97","76.94","76.97","74.52","166.00","12421.39","6","3869660984.32","76.94"
"13/10/2022","75.00","76.40","76.40","74.20","21.00","1565.20","3","3842501939.20","76.40"
"12/10/2022","76.00","74.10","77.40","74.10","284.00","21252.00","16","3726824524.80","74.10"
"11/10/2022","77.69","77.70","77.70","77.69","37.00","2874.79","4","3907884825.60","77.70"
"07/10/2022","74.50","75.00","77.90","74.50","1722.00","128713.80","20","3772089600.00","75.00"
"06/10/2022","77.90","75.00","77.90","75.00","779.00","58795.49","13","3772089600.00","75.00"
"05/10/2022","77.00","75.50","77.50","75.50","171.00","13107.50","4","3797236864.00","75.50"
"04/10/2022","73.60","77.50","77.99","73.60","122.00","9124.98","9","3897825920.00","77.50"
"03/10/2022","74.00","75.00","75.00","74.00","190.00","14227.00","8","3772089600.00","75.00"
"30/09/2022","76.10","73.50","76.10","73.50","10300.00","757806.70","31","3696647808.00","73.50"
"29/09/2022","77.00","76.00","78.99","76.00","7794.00","592360.95","24","3822384128.00","76.00"
"28/09/2022","80.50","77.00","80.50","77.00","1793.00","138504.34","19","3872678656.00","77.00"
"27/09/2022","80.50","78.00","80.50","78.00","442.00","34481.00","7","3922973184.00","78.00"
"26/09/2022","80.00","76.00","81.50","76.00","16544.00","1257654.00","40","3822384128.00","76.00"
"23/09/2022","81.99","80.00","81.99","80.00","5002.00","400163.97","17","4023562240.00","80.00"
"22/09/2022","81.98","81.98","81.98","80.30","72.00","5842.28","8","4123145405.44","81.98"
"21/09/2022","82.00","82.00","82.00","82.00","7.00","574.00","2","4124151296.00","82.00"
"20/09/2022","81.99","81.99","81.99","81.99","10.00","819.90","1","4123648350.72","81.99"
"19/09/2022","81.99","80.05","82.00","80.05","393.00","31601.77","11","4026076966.40","80.05"
"16/09/2022","82.00","80.04","82.00","80.04","2648.00","212048.21","20","4025574021.12","80.04"
"15/09/2022","81.99","80.48","81.99","80.48","66.00","5350.94","5","4047703613.44","80.48"
"14/09/2022","82.09","82.09","82.09","82.09","63.00","5171.67","1","4128677803.52","82.09"
"13/09/2022","82.19","80.51","82.19","80.16","169.00","13657.25","6","4049212449.28","80.51"
"12/09/2022","80.21","80.13","82.20","80.13","568.00","45674.93","6","4030100528.64","80.13"
"09/09/2022","82.19","81.00","82.19","80.06","16685.00","1351446.38","15","4073856768.00","81.00"
"08/09/2022","83.16","80.04","83.16","80.04","503.00","40269.44","12","4025574021.12","80.04"
"07/09/2022","83.45","80.03","83.45","80.03","10702.00","871860.87","12","4025071075.84","80.03"
"06/09/2022","81.10","80.00","83.49","80.00","2723.00","219306.28","31","4023562240.00","80.00"
"05/09/2022","80.00","80.00","80.00","80.00","102.00","8160.00","5","4023562240.00","80.00"
"02/09/2022","81.89","81.89","81.89","81.89","10.00","818.90","2","4118618897.92","81.89"
"01/09/2022","0.00","81.90","0.00","0.00","0.00","0.00","","4119121843.20","81.90"
"31/08/2022","81.94","81.90","81.94","81.90","11.00","901.10","4","4119121843.20","81.90"
"30/08/2022","81.00","79.12","81.97","79.00","2606.00","206052.26","21","3979303055.36","79.12"
"29/08/2022","80.05","81.00","81.00","80.03","115.00","9215.03","8","4073856768.00","81.00"
"26/08/2022","80.99","80.03","81.00","80.01","2392.00","192590.63","10","4025071075.84","80.03"
"25/08/2022","81.00","81.00","81.00","81.00","496.00","40176.00","2","4073856768.00","81.00"
"24/08/2022","80.00","80.00","80.00","79.50","4241.00","339180.16","15","4023562240.00","80.00"
"23/08/2022","80.50","80.00","80.50","80.00","1167.00","93380.90","12","4023562240.00","80.00"
"22/08/2022","81.00","80.12","81.30","80.12","301.00","24285.01","11","4029597583.36","80.12"
"19/08/2022","82.30","82.00","82.30","82.00","14.00","1148.30","4","4124151296.00","82.00"
"18/08/2022","80.50","81.00","81.00","80.50","3434.00","278015.45","13","4073856768.00","81.00"
"17/08/2022","81.00","81.00","81.00","80.75","455.00","36846.69","10","4073856768.00","81.00"
"16/08/2022","82.46","81.00","82.46","80.20","12454.00","1008779.04","14","4073856768.00","81.00"
"15/08/2022","80.10","80.01","81.00","80.00","1100.00","89043.17","10","4024065185.28","80.01"
"12/08/2022","80.00","80.00","81.00","80.00","7101.00","570838.40","25","4023562240.00","80.00"
"11/08/2022","80.00","80.00","80.00","80.00","1001.00","80080.00","4","4023562240.00","80.00"
"10/08/2022","79.05","80.00","80.00","79.05","620.00","49585.75","7","4023562240.00","80.00"
"09/08/2022","79.00","80.00","80.00","79.00","41.00","3278.00","7","4023562240.00","80.00"
"08/08/2022","80.00","80.00","80.00","80.00","109.00","8720.00","10","4023562240.00","80.00"
"05/08/2022","80.00","80.00","80.85","79.50","4526.00","362077.70","16","4023562240.00","80.00"
"04/08/2022","81.49","79.00","81.49","79.00","63.00","5009.37","9","3973267712.00","79.00"
"03/08/2022","81.79","79.00","81.79","79.00","1124.00","90136.14","18","3973267712.00","79.00"
"02/08/2022","0.00","80.00","0.00","0.00","0.00","0.00","","4023562240.00","80.00"
"01/08/2022","80.00","80.00","80.00","80.00","1400.00","112000.00","6","4023562240.00","80.00"
"29/07/2022","80.10","79.10","80.99","79.10","7251.00","578769.41","26","3978297164.80","79.10"
"28/07/2022","79.60","79.60","79.60","79.60","5.00","398.00","1","4003444428.80","79.60"
"27/07/2022","82.99","79.60","82.99","79.30","314.00","25257.89","14","4003444428.80","79.60"
"26/07/2022","83.20","83.20","83.20","83.20","3.00","249.60","1","4184504729.60","83.20"
"25/07/2022","82.99","82.99","82.99","82.99","13.00","1078.87","2","4173942878.72","82.99"
"22/07/2022","0.00","79.10","0.00","0.00","0.00","0.00","","3978297164.80","79.10"
"21/07/2022","80.99","79.10","84.19","79.10","12409.00","1004807.45","33","3978297164.80","79.10"
"20/07/2022","80.99","79.50","80.99","79.50","298.00","23813.14","10","3998414976.00","79.50"
"19/07/2022","79.11","80.97","80.97","79.10","51.00","4054.69","4","4072347932.16","80.97"
"18/07/2022","80.99","79.10","80.99","79.10","1079.00","85358.28","14","3978297164.80","79.10"
"15/07/2022","79.50","77.50","81.00","77.50","4212.00","326897.00","16","3897825920.00","77.50"
"14/07/2022","79.48","79.48","79.48","79.48","2.00","158.96","2","3997409085.44","79.48"
"13/07/2022","79.50","79.49","79.50","75.05","5019.00","386860.88","50","3997912030.72","79.49"
"12/07/2022","79.50","79.50","79.50","79.50","1.00","79.50","1","3998414976.00","79.50"
"08/07/2022","77.00","77.00","77.00","77.00","50.00","3850.00","1","3872678656.00","77.00"
"07/07/2022","77.50","77.00","79.50","77.00","756.00","58510.41","12","3872678656.00","77.00"
"06/07/2022","77.50","77.50","77.50","77.50","20.00","1550.00","2","3897825920.00","77.50"
"05/07/2022","79.05","77.00","80.00","77.00","415.00","32111.15","18","3872678656.00","77.00"
"04/07/2022","79.00","79.00","79.00","79.00","7.00","553.00","1","3973267712.00","79.00"
"01/07/2022","82.00","77.10","82.00","77.10","1720.00","133704.70","25","3877708108.80","77.10"
"30/06/2022","81.95","82.00","82.00","81.95","92.00","7540.40","6","4124151296.00","82.00"
"29/06/2022","81.84","81.50","81.84","80.00","321.00","25935.90","5","4099004032.00","81.50"
"28/06/2022","82.44","79.16","82.45","79.16","89.00","7078.98","11","3981314836.48","79.16"
"27/06/2022","79.00","79.15","79.15","79.00","82.00","6482.50","5","3980811891.20","79.15"
"24/06/2022","83.94","82.00","83.94","82.00","625.00","52436.50","4","4124151296.00","82.00"
"23/06/2022","81.20","79.20","81.20","79.10","330.00","26421.62","11","3983326617.60","79.20"
"22/06/2022","82.16","82.00","82.16","82.00","89.00","7305.04","5","4124151296.00","82.00"
"21/06/2022","0.00","84.70","0.00","0.00","0.00","0.00","","4259946521.60","84.70"
"20/06/2022","84.75","84.70","84.75","84.70","12.00","1016.90","4","4259946521.60","84.70"
"17/06/2022","82.00","81.00","82.94","81.00","10914.00","886318.34","31","4073856768.00","81.00"
"16/06/2022","86.00","85.97","86.00","82.50","147.00","12382.81","11","4323820572.16","85.97"
"15/06/2022","81.80","81.80","81.80","81.80","170.00","13906.00","6","4114092390.40","81.80"
"14/06/2022","83.10","81.85","83.10","81.85","1960.00","161321.50","15","4116607116.80","81.85"
"13/06/2022","86.39","82.94","86.39","82.94","810.00","68130.91","11","4171428152.32","82.94"
"10/06/2022","86.50","81.80","86.50","81.80","2647.00","217409.80","24","4114092390.40","81.80"
"09/06/2022","86.00","85.15","87.50","85.00","47107.00","4115612.48","19","4282579059.20","85.15"
"08/06/2022","87.50","89.00","89.00","87.50","97257.00","8586821.00","21","4476212992.00","89.00"
"07/06/2022","87.98","86.25","87.98","86.25","8072.00","696333.33","10","4337903040.00","86.25"
"06/06/2022","86.11","86.10","86.11","86.10","92.00","7921.77","3","4330358860.80","86.10"
"03/06/2022","87.50","87.50","87.50","85.50","6378.00","545619.50","13","4400771200.00","87.50"
"02/06/2022","85.80","87.45","87.45","85.80","1769.00","152610.61","28","4398256473.60","87.45"
"01/06/2022","85.39","83.00","85.39","83.00","106.00","8966.85","7","4174445824.00","83.00"
"31/05/2022","84.50","84.00","85.40","84.00","1310.00","110160.10","10","4224740352.00","84.00"
"30/05/2022","85.50","82.11","85.50","82.02","5100.00","422177.47","21","4129683694.08","82.11"
"27/05/2022","82.50","82.30","85.98","82.30","5329.00","438983.53","19","4139239654.40","82.30"
"26/05/2022","84.95","82.30","84.95","82.30","12069.00","994300.85","29","4139239654.40","82.30"
"25/05/2022","83.40","82.20","85.00","82.02","6083.00","500419.41","27","4134210201.60","82.20"
"24/05/2022","0.00","83.40","0.00","0.00","0.00","0.00","","4194563635.20","83.40"
"23/05/2022","84.15","83.40","84.15","83.40","275.00","23015.25","5","4194563635.20","83.40"
"20/05/2022","87.88","83.40","87.88","83.40","1816.00","152636.93","22","4194563635.20","83.40"
"19/05/2022","84.10","84.10","84.10","84.10","1812.00","152389.20","15","4229769804.80","84.10"
"18/05/2022","86.00","84.15","86.00","84.15","607.00","51132.42","10","4232284531.20","84.15"
"17/05/2022","89.09","84.10","89.09","84.10","862.00","72511.44","16","4229769804.80","84.10"
"16/05/2022","83.25","84.10","86.65","83.25","3504.00","295343.18","25","4229769804.80","84.10"
"13/05/2022","85.00","85.00","85.00","85.00","955.00","81175.00","12","4275034880.00","85.00"
"12/05/2022","89.25","87.99","89.25","85.51","650.00","56363.36","13","4425415518.72","87.99"
"11/05/2022","86.00","86.65","86.65","86.00","180.00","15578.00","5","4358020851.20","86.65"
"10/05/2022","91.79","81.80","91.79","81.80","52666.00","4455935.30","54","4114092390.40","81.80"
"09/05/2022","87.55","87.00","88.10","87.00","19713.00","1716654.55","34","4375623936.00","87.00"
"06/05/2022","91.99","87.99","91.99","87.99","33991.00","3024049.59","40","4425415518.72","87.99"
"05/05/2022","93.28","89.00","93.28","89.00","50333.00","4528314.72","60","4476212992.00","89.00"
"04/05/2022","92.89","93.30","93.30","90.00","408.00","37560.55","16","4692479462.40","93.30"
"29/04/2022","89.50","89.00","90.00","89.00","31047.00","2765797.00","21","4476212992.00","89.00"
"28/04/2022","90.62","87.50","90.62","87.50","2148.00","192761.87","35","4400771200.00","87.50"
"27/04/2022","92.80","91.00","92.80","91.00","2208.00","201207.60","15","4576802048.00","91.00"
"26/04/2022","92.80","91.50","92.80","91.50","115.00","10652.50","4","4601949312.00","91.50"
"25/04/2022","92.80","92.80","92.80","92.80","3.00","278.40","1","4667332198.40","92.80"
"22/04/2022","92.99","92.99","92.99","92.99","10.00","929.90","1","4676888158.72","92.99"
"21/04/2022","92.51","92.99","92.99","92.50","54.00","4996.48","3","4676888158.72","92.99"
"20/04/2022","92.00","92.50","92.50","91.50","116.00","10629.00","8","4652243840.00","92.50"
"19/04/2022","92.00","91.50","92.00","91.50","21571.00","1976246.50","7","4601949312.00","91.50"
"18/04/2022","91.50","91.50","91.50","91.50","1.00","91.50","1","4601949312.00","91.50"
"15/04/2022","92.60","92.60","92.60","92.60","136.00","12593.60","5","4657273292.80","92.60"
"14/04/2022","91.50","92.60","92.60","90.12","767.00","69482.30","13","4657273292.80","92.60"
"13/04/2022","91.50","91.50","91.51","91.50","682.00","62403.05","11","4601949312.00","91.50"
"12/04/2022","93.00","91.50","93.00","91.50","2572.00","235558.50","20","4601949312.00","91.50"
"11/04/2022","92.50","92.00","93.00","92.00","566.00","52222.50","21","4627096576.00","92.00"
"08/04/2022","0.00","91.10","0.00","0.00","0.00","0.00","","4581831500.80","91.10"
"07/04/2022","93.00","91.10","93.00","91.00","622.00","57388.50","6","4581831500.80","91.10"
"06/04/2022","93.00","92.50","93.00","92.50","46.00","4266.00","6","4652243840.00","92.50"
"05/04/2022","94.00","93.10","94.00","92.50","335.00","31122.50","7","4682420556.80","93.10"
"04/04/2022","94.00","93.50","94.00","92.00","167.00","15481.50","4","4702538368.00","93.50"
"01/04/2022","94.54","94.54","94.54","94.54","14.00","1323.56","2","4754844677.12","94.54"
"31/03/2022","90.02","90.03","92.00","90.00","9460.00","852827.09","43","4528016355.84","90.03"
"30/03/2022","92.50","92.10","92.50","92.10","10111.00","935223.10","6","4632126028.80","92.10"
"29/03/2022","94.00","94.90","94.90","94.00","212.00","19938.80","3","4772950707.20","94.90"
"28/03/2022","93.99","93.99","93.99","93.99","5.00","469.95","2","4727182686.72","93.99"
"25/03/2022","94.00","90.00","94.00","90.00","3627.00","326530.00","26","4526507520.00","90.00"
"24/03/2022","94.60","92.50","95.10","92.30","411.00","38546.90","9","4652243840.00","92.50"
"23/03/2022","95.10","93.50","95.10","93.50","927.00","87591.08","11","4702538368.00","93.50"
"22/03/2022","96.60","94.50","97.00","94.50","7143.00","679547.60","42","4752832896.00","94.50"
"21/03/2022","99.99","96.45","99.99","96.45","159.00","15834.31","5","4850907225.60","96.45"
"18/03/2022","96.90","97.00","97.00","96.90","2404.00","233185.00","10","4878569216.00","97.00"
"17/03/2022","99.84","97.00","99.84","97.00","418.00","40599.96","7","4878569216.00","97.00"
"16/03/2022","99.00","96.10","99.00","96.10","6810.00","666470.00","11","4833304140.80","96.10"
"15/03/2022","96.00","99.98","99.99","94.50","130.00","12467.40","6","5028446909.44","99.98"
"14/03/2022","96.20","96.00","96.20","96.00","839.00","80544.20","12","4828274688.00","96.00"
"11/03/2022","101.95","96.10","101.95","96.10","4212.00","406920.49","22","4833304140.80","96.10"
"10/03/2022","104.75","97.00","104.75","97.00","8900.00","879350.00","21","4878569216.00","97.00"
"09/03/2022","99.90","99.98","100.00","98.00","1213.00","120560.71","18","5028446909.44","99.98"
"08/03/2022","91.00","95.00","95.00","91.00","435.00","40520.13","15","4777980160.00","95.00"
"07/03/2022","94.50","90.05","94.50","90.00","5269.00","476085.93","39","4529022246.40","90.05"
"04/03/2022","100.00","94.50","100.00","94.50","24838.00","2354703.35","49","4752832896.00","94.50"
"03/03/2022","100.10","100.00","101.10","96.50","14380.00","1433932.25","43","5029452800.00","100.00"
"02/03/2022","0.00","102.00","0.00","0.00","0.00","0.00","","5130041856.00","102.00"
"01/03/2022","103.20","102.00","103.20","102.00","323.00","33008.60","14","5130041856.00","102.00"
"28/02/2022","104.00","103.00","104.00","100.00","1762.00","179075.05","43","5180336384.00","103.00"
"25/02/2022","97.50","100.00","108.00","97.50","33145.00","3317112.00","50","5029452800.00","100.00"
"24/02/2022","106.80","103.60","110.00","103.60","3786.00","396794.30","23","5210513100.80","103.60"
"23/02/2022","110.00","110.00","110.00","107.00","52.00","5717.00","5","5532398080.00","110.00"
"22/02/2022","109.00","109.00","109.00","105.90","10559.00","1122581.25","23","5482103552.00","109.00"
"21/02/2022","110.00","111.50","111.50","110.00","50.00","5547.50","5","5607839872.00","111.50"
"18/02/2022","110.50","110.00","110.50","110.00","11246.00","1237062.50","6","5532398080.00","110.00"
"17/02/2022","110.00","110.00","110.00","110.00","50.00","5500.00","2","5532398080.00","110.00"
"16/02/2022","0.00","111.00","0.00","0.00","0.00","0.00","","5582692608.00","111.00"
"15/02/2022","110.00","111.00","111.00","110.00","11.00","1211.00","2","5582692608.00","111.00"
"14/02/2022","111.00","111.00","111.00","111.00","27.00","2997.00","1","5582692608.00","111.00"
"11/02/2022","109.00","111.80","112.00","109.00","1915.00","213813.20","12","5622928230.40","111.80"
"10/02/2022","110.35","111.95","111.95","109.00","1570.00","173721.45","15","5630472409.60","111.95"
"09/02/2022","109.55","110.35","110.35","109.00","1401.00","153447.10","10","5550001164.80","110.35"
"08/02/2022","109.95","109.55","109.95","109.55","115.00","12606.25","7","5509765542.40","109.55"
"07/02/2022","109.00","109.95","109.95","107.00","2721.00","294218.95","11","5529883353.60","109.95"
"04/02/2022","109.50","110.00","110.00","109.50","5509.00","605963.50","11","5532398080.00","110.00"
"03/02/2022","109.15","109.95","109.95","109.15","315.00","34394.25","7","5529883353.60","109.95"
"02/02/2022","109.15","110.00","110.35","109.10","2158.00","235689.75","11","5532398080.00","110.00"
"01/02/2022","109.35","110.00","110.40","109.15","1090.00","119706.15","10","5532398080.00","110.00"
"31/01/2022","0.00","110.90","0.00","0.00","0.00","0.00","","5577663155.20","110.90"
"28/01/2022","111.00","110.90","111.00","110.00","1651.00","181790.90","9","5577663155.20","110.90"
"27/01/2022","109.95","111.00","111.00","109.95","720.00","79392.00","7","5582692608.00","111.00"
"26/01/2022","109.95","109.95","109.95","109.95","20.00","2199.00","1","5529883353.60","109.95"
"25/01/2022","109.00","109.10","109.50","109.00","423.00","46170.00","7","5487133004.80","109.10"
"24/01/2022","110.05","110.00","110.05","110.00","350.00","38500.80","6","5532398080.00","110.00"
"21/01/2022","112.90","112.00","112.90","112.00","12937.00","1448945.80","13","5632987136.00","112.00"
"20/01/2022","112.00","111.90","113.50","110.50","11457.00","1282382.80","24","5627957683.20","111.90"
"19/01/2022","113.00","112.30","113.00","110.00","2211.00","245984.65","28","5648075494.40","112.30"
"18/01/2022","113.00","113.90","113.90","112.00","1305.00","146447.10","17","5728546739.20","113.90"
"17/01/2022","113.00","112.90","113.00","112.90","40.00","4517.00","3","5678252211.20","112.90"
"14/01/2022","114.80","113.00","114.80","112.55","5962.00","672620.40","25","5683281664.00","113.00"
"13/01/2022","111.90","114.00","114.00","111.00","13586.00","1527235.00","51","5733576192.00","114.00"
"12/01/2022","112.00","112.00","112.15","111.00","8623.00","960836.40","31","5632987136.00","112.00"
"10/01/2022","107.50","110.55","111.00","107.50","4672.00","513988.80","36","5560060070.40","110.55"
"07/01/2022","105.00","109.00","110.00","105.00","81936.00","8873536.20","77","5482103552.00","109.00"
"06/01/2022","105.60","105.00","105.60","104.00","480.00","50410.00","7","5280925440.00","105.00"
"05/01/2022","103.40","105.50","105.50","103.40","42.00","4424.70","4","5306072704.00","105.50"
"04/01/2022","105.00","105.00","105.00","105.00","10000.00","1050000.00","11","5280925440.00","105.00"
"03/01/2022","0.00","103.00","0.00","0.00","0.00","0.00","","5180336384.00","103.00"
"31/12/2021","107.50","103.00","107.50","103.00","6769.00","709526.30","17","5180336384.00","103.00"
"30/12/2021","107.50","105.00","107.50","105.00","171.00","17977.50","4","5280925440.00","105.00"
"29/12/2021","105.00","105.00","105.00","104.60","896.00","94068.40","10","5280925440.00","105.00"
"28/12/2021","105.00","105.00","105.90","104.55","7895.00","828919.00","21","5280925440.00","105.00"
"27/12/2021","104.00","105.00","106.00","104.00","401.00","42050.30","13","5280925440.00","105.00"
"24/12/2021","105.50","105.80","106.40","103.50","2539.00","268195.40","15","5321161062.40","105.80"
"23/12/2021","104.00","105.00","105.00","104.00","108.00","11290.00","5","5280925440.00","105.00"
